Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 22_level_0,Unnamed: 23_level_0,Expected,Expected,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0,Unnamed: 31_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
818,Giacomo Vrioni,al ALB,FW,New England,24,1998,14.6,147,206,71.4,2392,328,77,101,76.2,52,69,75.4,14,16,87.5,1,0.4,0.3,+0.6,8,6,4,0,16,Matches
819,Kai Wagner,de GER,DF,Philadelphia,25,1997,27.1,1159,1677,69.1,23278,9341,445,521,85.4,505,647,78.1,194,446,43.5,7,7.1,6.6,-0.1,70,93,39,18,103,Matches
820,Rémi Walter,fr FRA,MF,Sporting KC,27,1995,30.4,1306,1443,90.5,24265,5049,597,638,93.6,529,569,93.0,164,191,85.9,2,0.8,1.4,+1.2,18,148,12,4,158,Matches
821,Victor Wanyama,ke KEN,MF,CF Montréal,31,1991,19.9,699,850,82.2,12641,3471,304,345,88.1,317,353,89.8,74,129,57.4,0,0.3,0.5,-0.3,10,78,2,0,89,Matches
822,Taylor Washington,us USA,"DF,MF",Nashville,29,1993,5.4,207,260,79.6,3245,1065,110,127,86.6,88,107,82.2,8,19,42.1,0,0.0,0.2,0.0,0,11,3,2,18,Matches
823,Joel Waterman,ca CAN,DF,CF Montréal,27,1996,26.4,1473,1716,85.8,31675,13067,427,464,92.0,788,853,92.4,251,362,69.3,1,0.9,1.1,+0.1,5,118,7,1,130,Matches
824,Akil Watts,us USA,"DF,MF",St. Louis,22,2000,9.8,293,403,72.7,4559,1719,147,173,85.0,116,146,79.5,16,52,30.8,1,0.7,0.6,+0.3,9,31,6,3,32,Matches
825,Quentin Westberg,us USA,GK,Atlanta Utd,36,1986,5.5,178,202,88.1,4190,2668,37,37,100.0,103,106,97.2,38,59,64.4,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
826,Ashley Westwood,eng ENG,MF,Charlotte,32,1990,28.1,1333,1660,80.3,22952,7751,631,679,92.9,548,641,85.5,129,280,46.1,2,3.1,4.0,-1.1,35,160,43,7,220,Matches
827,Brian White,us USA,FW,Vancouver,26,1996,28.2,399,571,69.9,5299,768,253,326,77.6,111,153,72.5,14,23,60.9,4,4.5,3.1,-0.5,36,22,12,0,39,Matches
828,Caleb Wiley,us USA,"DF,FW",Atlanta Utd,18,2004,25.9,982,1219,80.6,14582,5063,545,613,88.9,347,402,86.3,49,102,48.0,3,2.2,1.8,+0.8,21,53,21,5,81,Matches
829,Derrick Williams,ie IRL,DF,D.C. United,30,1993,20.5,910,1077,84.5,18520,7270,271,303,89.4,516,565,91.3,117,191,61.3,0,0.4,0.6,-0.4,6,74,6,0,67,Matches
830,Eryk Williamson,us USA,MF,Portland Timbers,25,1997,5.9,167,230,72.6,2876,1104,80,93,86.0,56,71,78.9,21,35,60.0,1,0.5,0.5,+0.5,8,21,7,0,31,Matches
831,Joe Willis,us USA,GK,Nashville,34,1988,32.0,634,966,65.6,19276,14866,120,120,100.0,245,249,98.4,266,587,45.3,0,0.0,0.1,0.0,0,19,0,0,1,Matches
832,Danny Wilson,sct SCO,DF,Colorado Rapids,31,1991,25.7,1011,1276,79.2,22608,9724,271,293,92.5,545,595,91.6,191,366,52.2,1,1.0,0.8,0.0,6,80,8,1,78,Matches
833,Owen Wolff,us USA,MF,Austin,18,2004,20.9,588,717,82.0,10289,2795,266,299,89.0,264,302,87.4,50,73,68.5,2,0.9,1.3,+1.1,15,70,10,3,78,Matches
834,Tyler Wolff,us USA,"FW,MF",Atlanta Utd,19,2003,7.2,176,200,88.0,2735,673,94,104,90.4,64,70,91.4,10,12,83.3,1,0.8,0.5,+0.2,6,12,5,2,24,Matches
835,Bobby Wood,us USA,FW,New England,30,1992,16.5,203,287,70.7,2583,357,120,151,79.5,67,88,76.1,3,9,33.3,5,0.9,0.7,+4.1,11,18,1,0,22,Matches
836,Karifa Yao,ca CAN,MF,Vancouver,22,2000,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
837,Darren Yapi,us USA,"FW,MF",Colorado Rapids,18,2004,9.9,112,175,64.0,1588,284,56,85,65.9,39,53,73.6,6,12,50.0,1,1.6,0.6,-0.6,10,5,5,1,9,Matches
838,William Yarbrough,us USA,GK,Colorado Rapids,33,1989,20.0,484,656,73.8,12180,8394,125,125,100.0,209,211,99.1,146,311,46.9,0,0.0,0.0,0.0,0,6,0,0,1,Matches
839,Joshua Yaro,gh GHA,DF,St. Louis,28,1994,10.1,345,419,82.3,6851,2518,97,108,89.8,215,236,91.1,31,63,49.2,0,0.1,0.1,-0.1,2,27,0,0,29,Matches
840,Dru Yearwood,eng ENG,MF,NY Red Bulls,22,2000,9.2,196,307,63.8,3660,1196,85,116,73.3,80,115,69.6,27,55,49.1,0,1.1,0.7,-1.1,10,35,8,2,40,Matches
841,Yaw Yeboah,gh GHA,"DF,MF",Columbus Crew,25,1997,22.0,855,1054,81.1,13072,3602,485,552,87.9,312,369,84.6,40,66,60.6,4,4.4,4.1,-0.4,36,53,27,10,83,Matches
842,DeAndre Yedlin,us USA,DF,Inter Miami,29,1993,25.8,1124,1382,81.3,17861,5655,572,638,89.7,468,557,84.0,60,116,51.7,2,1.0,1.7,+1.0,13,56,18,6,79,Matches
843,Maya Yoshida,jp JPN,DF,LA Galaxy,34,1988,12.0,671,739,90.8,12317,4886,252,265,95.1,369,392,94.1,48,75,64.0,1,0.1,0.1,+0.9,2,17,0,0,23,Matches
844,Jackson Yueill,us USA,MF,San Jose,25,1997,30.2,1620,1848,87.7,26557,10223,807,867,93.1,645,703,91.7,120,190,63.2,4,2.2,2.4,+1.8,29,211,25,3,221,Matches
845,Gyasi Zardes,us USA,FW,Austin,31,1991,16.3,185,258,71.7,2551,445,103,123,83.7,58,89,65.2,10,18,55.6,2,1.8,1.6,+0.2,13,11,3,0,27,Matches
846,Eriq Zavaleta,sv SLV,DF,LA Galaxy,30,1992,5.4,256,286,89.5,4612,1361,99,106,93.4,140,151,92.7,16,27,59.3,0,0.0,0.1,0.0,0,6,0,0,9,Matches
847,Sean Zawadzki,us USA,"DF,MF",Columbus Crew,22,2000,17.5,925,1034,89.5,15397,5520,424,457,92.8,432,464,93.1,54,82,65.9,0,0.2,0.4,-0.2,5,83,2,0,78,Matches
848,Lucas Zelarayán,am ARM,"MF,FW",Columbus Crew,30,1992,18.9,752,1008,74.6,13885,4475,359,411,87.3,251,310,81.0,124,221,56.1,6,5.1,5.3,+0.9,55,110,43,11,175,Matches
849,Walker Zimmerman,us USA,DF,Nashville,29,1993,20.5,899,1065,84.4,19034,7275,237,274,86.5,542,596,90.9,117,176,66.5,1,1.4,1.0,-0.4,9,47,1,0,43,Matches
850,Rida Zouhir,ca CAN,"MF,FW",CF Montréal,19,2003,2.5,77,97,79.4,1370,188,32,35,91.4,37,42,88.1,6,14,42.9,0,0.1,0.1,-0.1,1,5,2,1,5,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
851,Ethan Zubak,us USA,FW,Nashville,24,1998,1.6,36,56,64.3,485,113,18,23,78.3,14,23,60.9,0,1,0.0,0,0.1,0.1,-0.1,2,3,1,0,4,Matches
852,Dario Župarić,ba BIH,DF,Portland Timbers,30,1992,31.0,983,1228,80.0,21314,7234,271,309,87.7,528,622,84.9,177,271,65.3,1,0.3,0.3,+0.7,5,58,2,0,75,Matches
853,Graham Zusi,us USA,DF,Sporting KC,36,1986,9.6,492,667,73.8,9694,3821,183,210,87.1,236,291,81.1,69,145,47.6,1,1.3,1.5,-0.3,12,68,14,5,66,Matches
854,Nökkvi Þórisson,is ISL,"FW,MF",St. Louis,23,1999,3.0,57,76,75.0,805,172,36,42,85.7,19,21,90.5,1,7,14.3,0,0.0,0.1,0.0,2,3,2,0,5,Matches
855,Róbert Þorkelsson,is ISL,DF,CF Montréal,20,2002,2.5,110,131,84.0,1816,734,47,53,88.7,55,64,85.9,5,11,45.5,0,0.0,0.0,0.0,0,8,0,0,10,Matches
